id_produto;id_cliente;id_regiao;nr_pedido;data_compra;quantidade;unit_venda
6811357803;8981008998;E-004;1761;30/07/2020;1;9,99
6811364924;8981008998;E-004;1761;30/07/2020;1;9,99
6811362253;8981009041;E-003;1762;30/07/2020;1;9,99
6811360128;8981009041;E-003;1762;30/07/2020;1;9,99
6811364886;8981009061;E-003;1763;30/07/2020;1;9,99
6811364924;8981009061;E-003;1763;30/07/2020;1;9,99
6811359538;8981009061;E-003;1763;30/07/2020;1;9,99
6811357630;8981009061;E-003;1763;30/07/2020;1;9,99
6811359378;8981009061;E-003;1763;30/07/2020;1;9,99
6811364716;8981009061;E-003;1763;30/07/2020;1;10,95
6958550148;8981009061;E-003;1763;30/07/2020;1;9,99
6811364931;8981009107;E-001;1764;30/07/2020;2;9,99
6811357698;8981009107;E-001;1764;30/07/2020;1;9,99
6811360128;8981009107;E-001;1764;30/07/2020;1;9,99
6811357882;8981009107;E-001;1764;30/07/2020;1;9,99
6811363747;8424540992;E-007;1765;30/07/2020;1;9,99
6811360480;8424540992;E-007;1765;30/07/2020;1;9,99
6811359526;8424540992;E-007;1765;30/07/2020;1;9,99
6811365429;8981009635;E-013;1766;30/07/2020;1;9,99
6811364924;8981009635;E-013;1766;30/07/2020;1;9,99
6811364944;8981009635;E-013;1766;30/07/2020;1;9,99
